chapter_folder,word_number,type,english,french,relative_path
11_Everyday_Objects_Technology,499,sentence1,This is a great idea.,C'est une excellente idée.,11_Everyday_Objects_Technology/499_idea_ex1.m4a
11_Everyday_Objects_Technology,499,sentence2,She had a brilliant idea.,Elle a eu une idée brillante.,11_Everyday_Objects_Technology/499_idea_ex2.m4a
11_Everyday_Objects_Technology,500,word,problem,problème,11_Everyday_Objects_Technology/500_problem.m4a
11_Everyday_Objects_Technology,500,sentence1,We have a big problem.,Nous avons un gros problème.,11_Everyday_Objects_Technology/500_problem_ex1.m4a
11_Everyday_Objects_Technology,500,sentence2,She solved the problem quickly.,Elle a résolu le problème rapidement.,11_Everyday_Objects_Technology/500_problem_ex2.m4a
11_Everyday_Objects_Technology,767,word,life,vie,11_Everyday_Objects_Technology/767_life.m4a
11_Everyday_Objects_Technology,767,sentence1,I love my life.,J'aime ma vie.,11_Everyday_Objects_Technology/767_life_ex1.m4a
11_Everyday_Objects_Technology,767,sentence2,She lived a happy life.,Elle a vécu une vie heureuse.,11_Everyday_Objects_Technology/767_life_ex2.m4a
11_Everyday_Objects_Technology,768,word,people,gens,11_Everyday_Objects_Technology/768_people.m4a
11_Everyday_Objects_Technology,768,sentence1,Many people came to the event.,Beaucoup de gens sont venus à l'événement.,11_Everyday_Objects_Technology/768_people_ex1.m4a
11_Everyday_Objects_Technology,768,sentence2,These people are very kind.,Ces gens sont très gentils.,11_Everyday_Objects_Technology/768_people_ex2.m4a
11_Everyday_Objects_Technology,769,word,story,histoire,11_Everyday_Objects_Technology/769_story.m4a
11_Everyday_Objects_Technology,769,sentence1,She told an interesting story.,Elle a raconté une histoire intéressante.,11_Everyday_Objects_Technology/769_story_ex1.m4a
11_Everyday_Objects_Technology,769,sentence2,This is a true story.,C'est une histoire vraie.,11_Everyday_Objects_Technology/769_story_ex2.m4a
11_Everyday_Objects_Technology,770,word,war,guerre,11_Everyday_Objects_Technology/770_war.m4a
11_Everyday_Objects_Technology,770,sentence1,The war lasted many years.,La guerre a duré de nombreuses années.,11_Everyday_Objects_Technology/770_war_ex1.m4a
11_Everyday_Objects_Technology,770,sentence2,This book is about the war.,Ce livre parle de la guerre.,11_Everyday_Objects_Technology/770_war_ex2.m4a
11_Everyday_Objects_Technology,771,word,love (noun),amour,11_Everyday_Objects_Technology/771_love_noun.m4a
11_Everyday_Objects_Technology,771,sentence1,Their love grew stronger over time.,Leur amour est devenu plus fort avec le temps.,11_Everyday_Objects_Technology/771_love_noun_ex1.m4a
11_Everyday_Objects_Technology,771,sentence2,This is a story about love.,C'est une histoire d'amour.,11_Everyday_Objects_Technology/771_love_noun_ex2.m4a
11_Everyday_Objects_Technology,772,word,work (noun),travail,11_Everyday_Objects_Technology/772_work_noun.m4a
11_Everyday_Objects_Technology,772,sentence1,I have a lot of work today.,J'ai beaucoup de travail aujourd'hui.,11_Everyday_Objects_Technology/772_work_noun_ex1.m4a
11_Everyday_Objects_Technology,772,sentence2,This work requires patience.,Ce travail demande de la patience.,11_Everyday_Objects_Technology/772_work_noun_ex2.m4a
11_Everyday_Objects_Technology,773,word,team,équipe,11_Everyday_Objects_Technology/773_team.m4a
11_Everyday_Objects_Technology,773,sentence1,Our team won the championship.,Notre équipe a remporté le championnat.,11_Everyday_Objects_Technology/773_team_ex1.m4a
11_Everyday_Objects_Technology,773,sentence2,This team works well together.,Cette équipe travaille bien ensemble.,11_Everyday_Objects_Technology/773_team_ex2.m4a
11_Everyday_Objects_Technology,774,word,truth,vérité,11_Everyday_Objects_Technology/774_truth.m4a
11_Everyday_Objects_Technology,774,sentence1,I want to know the truth.,Je veux connaître la vérité.,11_Everyday_Objects_Technology/774_truth_ex1.m4a
11_Everyday_Objects_Technology,774,sentence2,She told the truth about what happened.,Elle a dit la vérité sur ce qui s'est passé.,11_Everyday_Objects_Technology/774_truth_ex2.m4a
11_Everyday_Objects_Technology,775,word,land / earth,terre,11_Everyday_Objects_Technology/775_land_earth.m4a
11_Everyday_Objects_Technology,775,sentence1,This land belongs to my family.,Cette terre appartient à ma famille.,11_Everyday_Objects_Technology/775_land_earth_ex1.m4a
11_Everyday_Objects_Technology,775,sentence2,The earth is round.,La terre est ronde.,11_Everyday_Objects_Technology/775_land_earth_ex2.m4a
11_Everyday_Objects_Technology,776,word,attention,attention,11_Everyday_Objects_Technology/776_attention.m4a
11_Everyday_Objects_Technology,776,sentence1,"Pay attention, please.","Fais attention, s'il te plaît.",11_Everyday_Objects_Technology/776_attention_ex1.m4a
11_Everyday_Objects_Technology,776,sentence2,She gave her full attention to the lesson.,Elle a accordé toute son attention à la leçon.,11_Everyday_Objects_Technology/776_attention_ex2.m4a
11_Everyday_Objects_Technology,621,word,sofa,canapé,11_Everyday_Objects_Technology/621_sofa.m4a
11_Everyday_Objects_Technology,621,sentence1,I sat on the sofa to relax.,Je me suis assis sur le canapé pour me détendre.,11_Everyday_Objects_Technology/621_sofa_ex1.m4a
11_Everyday_Objects_Technology,621,sentence2,This sofa is very comfortable.,Ce canapé est très confortable.,11_Everyday_Objects_Technology/621_sofa_ex2.m4a
11_Everyday_Objects_Technology,622,word,lamp,lampe,11_Everyday_Objects_Technology/622_lamp.m4a
11_Everyday_Objects_Technology,622,sentence1,I turned on the lamp to read.,J'ai allumé la lampe pour lire.,11_Everyday_Objects_Technology/622_lamp_ex1.m4a
11_Everyday_Objects_Technology,622,sentence2,This lamp is very bright.,Cette lampe est très lumineuse.,11_Everyday_Objects_Technology/622_lamp_ex2.m4a
11_Everyday_Objects_Technology,623,word,mirror,miroir,11_Everyday_Objects_Technology/623_mirror.m4a
11_Everyday_Objects_Technology,623,sentence1,I looked at myself in the mirror.,Je me suis regardé dans le miroir.,11_Everyday_Objects_Technology/623_mirror_ex1.m4a
11_Everyday_Objects_Technology,623,sentence2,This mirror is very old.,Ce miroir est très vieux.,11_Everyday_Objects_Technology/623_mirror_ex2.m4a
11_Everyday_Objects_Technology,624,word,shelf,étagère,11_Everyday_Objects_Technology/624_shelf.m4a
11_Everyday_Objects_Technology,624,sentence1,I put the books on the shelf.,J'ai mis les livres sur l'étagère.,11_Everyday_Objects_Technology/624_shelf_ex1.m4a
11_Everyday_Objects_Technology,624,sentence2,This shelf is very sturdy.,Cette étagère est très solide.,11_Everyday_Objects_Technology/624_shelf_ex2.m4a
11_Everyday_Objects_Technology,625,word,curtain,rideau,11_Everyday_Objects_Technology/625_curtain.m4a
11_Everyday_Objects_Technology,625,sentence1,I closed the curtain before bed.,J'ai fermé le rideau avant de dormir.,11_Everyday_Objects_Technology/625_curtain_ex1.m4a
11_Everyday_Objects_Technology,625,sentence2,This curtain is very heavy.,Ce rideau est très lourd.,11_Everyday_Objects_Technology/625_curtain_ex2.m4a
11_Everyday_Objects_Technology,626,word,blanket,couverture,11_Everyday_Objects_Technology/626_blanket.m4a
11_Everyday_Objects_Technology,626,sentence1,I wrapped myself in a blanket.,Je me suis enveloppé dans une couverture.,11_Everyday_Objects_Technology/626_blanket_ex1.m4a
11_Everyday_Objects_Technology,626,sentence2,This blanket is very warm.,Cette couverture est très chaude.,11_Everyday_Objects_Technology/626_blanket_ex2.m4a
11_Everyday_Objects_Technology,627,word,pillow,oreiller,11_Everyday_Objects_Technology/627_pillow.m4a
11_Everyday_Objects_Technology,627,sentence1,I fluffed my pillow before sleeping.,J'ai gonflé mon oreiller avant de dormir.,11_Everyday_Objects_Technology/627_pillow_ex1.m4a
11_Everyday_Objects_Technology,627,sentence2,This pillow is very soft.,Cet oreiller est très doux.,11_Everyday_Objects_Technology/627_pillow_ex2.m4a
11_Everyday_Objects_Technology,628,word,towel,serviette,11_Everyday_Objects_Technology/628_towel.m4a
11_Everyday_Objects_Technology,628,sentence1,I dried my hands with a towel.,Je me suis séché les mains avec une serviette.,11_Everyday_Objects_Technology/628_towel_ex1.m4a
11_Everyday_Objects_Technology,628,sentence2,This towel is very soft.,Cette serviette est très douce.,11_Everyday_Objects_Technology/628_towel_ex2.m4a
11_Everyday_Objects_Technology,629,word,soap,savon,11_Everyday_Objects_Technology/629_soap.m4a
11_Everyday_Objects_Technology,629,sentence1,I washed my hands with soap.,Je me suis lavé les mains avec du savon.,11_Everyday_Objects_Technology/629_soap_ex1.m4a
11_Everyday_Objects_Technology,629,sentence2,This soap smells like lavender.,Ce savon sent la lavande.,11_Everyday_Objects_Technology/629_soap_ex2.m4a
11_Everyday_Objects_Technology,630,word,refrigerator,réfrigérateur,11_Everyday_Objects_Technology/630_refrigerator.m4a
11_Everyday_Objects_Technology,630,sentence1,I put the milk in the refrigerator.,J'ai mis le lait dans le réfrigérateur.,11_Everyday_Objects_Technology/630_refrigerator_ex1.m4a
11_Everyday_Objects_Technology,630,sentence2,This refrigerator is very large.,Ce réfrigérateur est très grand.,11_Everyday_Objects_Technology/630_refrigerator_ex2.m4a
11_Everyday_Objects_Technology,631,word,oven,four,11_Everyday_Objects_Technology/631_oven.m4a
11_Everyday_Objects_Technology,631,sentence1,I preheated the oven for the cake.,J'ai préchauffé le four pour le gâteau.,11_Everyday_Objects_Technology/631_oven_ex1.m4a
11_Everyday_Objects_Technology,631,sentence2,This oven is very old.,Ce four est très vieux.,11_Everyday_Objects_Technology/631_oven_ex2.m4a
11_Everyday_Objects_Technology,632,word,sink,évier,11_Everyday_Objects_Technology/632_sink.m4a
11_Everyday_Objects_Technology,632,sentence1,I washed the dishes in the sink.,J'ai lavé la vaisselle dans l'évier.,11_Everyday_Objects_Technology/632_sink_ex1.m4a
11_Everyday_Objects_Technology,632,sentence2,This sink is very deep.,Cet évier est très profond.,11_Everyday_Objects_Technology/632_sink_ex2.m4a
11_Everyday_Objects_Technology,535,word,dress,robe,11_Everyday_Objects_Technology/535_dress.m4a
11_Everyday_Objects_Technology,535,sentence1,She wore a beautiful dress.,Elle portait une belle robe.,11_Everyday_Objects_Technology/535_dress_ex1.m4a
11_Everyday_Objects_Technology,535,sentence2,I bought a new dress for the party.,J'ai acheté une nouvelle robe pour la fête.,11_Everyday_Objects_Technology/535_dress_ex2.m4a
11_Everyday_Objects_Technology,536,word,shirt,chemise,11_Everyday_Objects_Technology/536_shirt.m4a
11_Everyday_Objects_Technology,536,sentence1,He wore a white shirt.,Il portait une chemise blanche.,11_Everyday_Objects_Technology/536_shirt_ex1.m4a
11_Everyday_Objects_Technology,536,sentence2,I ironed my shirt this morning.,J'ai repassé ma chemise ce matin.,11_Everyday_Objects_Technology/536_shirt_ex2.m4a
11_Everyday_Objects_Technology,537,word,pants,pantalon,11_Everyday_Objects_Technology/537_pants.m4a
11_Everyday_Objects_Technology,537,sentence1,He wore black pants.,Il portait un pantalon noir.,11_Everyday_Objects_Technology/537_pants_ex1.m4a
11_Everyday_Objects_Technology,537,sentence2,I need to buy new pants.,Je dois acheter un nouveau pantalon.,11_Everyday_Objects_Technology/537_pants_ex2.m4a
11_Everyday_Objects_Technology,538,word,shoes,chaussures,11_Everyday_Objects_Technology/538_shoes.m4a
11_Everyday_Objects_Technology,538,sentence1,I bought new shoes.,J'ai acheté de nouvelles chaussures.,11_Everyday_Objects_Technology/538_shoes_ex1.m4a
11_Everyday_Objects_Technology,538,sentence2,These shoes are very comfortable.,Ces chaussures sont très confortables.,11_Everyday_Objects_Technology/538_shoes_ex2.m4a
11_Everyday_Objects_Technology,539,word,hat,chapeau,11_Everyday_Objects_Technology/539_hat.m4a
11_Everyday_Objects_Technology,539,sentence1,He wore a hat to protect from the sun.,Il portait un chapeau pour se protéger du soleil.,11_Everyday_Objects_Technology/539_hat_ex1.m4a
11_Everyday_Objects_Technology,539,sentence2,I bought a new hat for winter.,J'ai acheté un nouveau chapeau pour l'hiver.,11_Everyday_Objects_Technology/539_hat_ex2.m4a
11_Everyday_Objects_Technology,540,word,coat,manteau,11_Everyday_Objects_Technology/540_coat.m4a
11_Everyday_Objects_Technology,540,sentence1,He wore a warm coat.,Il portait un manteau chaud.,11_Everyday_Objects_Technology/540_coat_ex1.m4a
11_Everyday_Objects_Technology,540,sentence2,I bought a new coat for winter.,J'ai acheté un nouveau manteau pour l'hiver.,11_Everyday_Objects_Technology/540_coat_ex2.m4a
11_Everyday_Objects_Technology,541,word,jacket,veste,11_Everyday_Objects_Technology/541_jacket.m4a
11_Everyday_Objects_Technology,541,sentence1,He wore a leather jacket.,Il portait une veste en cuir.,11_Everyday_Objects_Technology/541_jacket_ex1.m4a
11_Everyday_Objects_Technology,541,sentence2,I bought a new jacket for spring.,J'ai acheté une nouvelle veste pour le printemps.,11_Everyday_Objects_Technology/541_jacket_ex2.m4a
11_Everyday_Objects_Technology,542,word,glasses,lunettes,11_Everyday_Objects_Technology/542_glasses.m4a
11_Everyday_Objects_Technology,542,sentence1,I need my glasses to read.,J'ai besoin de mes lunettes pour lire.,11_Everyday_Objects_Technology/542_glasses_ex1.m4a
11_Everyday_Objects_Technology,542,sentence2,She wears glasses every day.,Elle porte des lunettes tous les jours.,11_Everyday_Objects_Technology/542_glasses_ex2.m4a
11_Everyday_Objects_Technology,543,word,watch,montre,11_Everyday_Objects_Technology/543_watch.m4a
11_Everyday_Objects_Technology,543,sentence1,He wears a watch every day.,Il porte une montre tous les jours.,11_Everyday_Objects_Technology/543_watch_ex1.m4a
11_Everyday_Objects_Technology,543,sentence2,I received this watch as a gift.,J'ai reçu cette montre en cadeau.,11_Everyday_Objects_Technology/543_watch_ex2.m4a
11_Everyday_Objects_Technology,544,word,ring,bague,11_Everyday_Objects_Technology/544_ring.m4a
11_Everyday_Objects_Technology,544,sentence1,She wore a beautiful ring.,Elle portait une belle bague.,11_Everyday_Objects_Technology/544_ring_ex1.m4a
11_Everyday_Objects_Technology,544,sentence2,He gave her a ring for her birthday.,Il lui a offert une bague pour son anniversaire.,11_Everyday_Objects_Technology/544_ring_ex2.m4a
11_Everyday_Objects_Technology,545,word,belt,ceinture,11_Everyday_Objects_Technology/545_belt.m4a
11_Everyday_Objects_Technology,545,sentence1,He wore a leather belt.,Il portait une ceinture en cuir.,11_Everyday_Objects_Technology/545_belt_ex1.m4a
11_Everyday_Objects_Technology,545,sentence2,I need a new belt for these pants.,J'ai besoin d'une nouvelle ceinture pour ce pantalon.,11_Everyday_Objects_Technology/545_belt_ex2.m4a
11_Everyday_Objects_Technology,546,word,scarf,écharpe,11_Everyday_Objects_Technology/546_scarf.m4a
11_Everyday_Objects_Technology,546,sentence1,She wore a warm scarf.,Elle portait une écharpe chaude.,11_Everyday_Objects_Technology/546_scarf_ex1.m4a
11_Everyday_Objects_Technology,546,sentence2,I bought a new scarf for winter.,J'ai acheté une nouvelle écharpe pour l'hiver.,11_Everyday_Objects_Technology/546_scarf_ex2.m4a
11_Everyday_Objects_Technology,547,word,internet,internet,11_Everyday_Objects_Technology/547_internet.m4a
11_Everyday_Objects_Technology,547,sentence1,I use the internet every day.,J'utilise internet tous les jours.,11_Everyday_Objects_Technology/547_internet_ex1.m4a
11_Everyday_Objects_Technology,547,sentence2,The internet is very slow today.,Internet est très lent aujourd'hui.,11_Everyday_Objects_Technology/547_internet_ex2.m4a
11_Everyday_Objects_Technology,548,word,email,courriel,11_Everyday_Objects_Technology/548_email.m4a
11_Everyday_Objects_Technology,548,sentence1,I sent you an email.,Je t'ai envoyé un courriel.,11_Everyday_Objects_Technology/548_email_ex1.m4a
11_Everyday_Objects_Technology,548,sentence2,She checks her email every morning.,Elle vérifie son courriel tous les matins.,11_Everyday_Objects_Technology/548_email_ex2.m4a
11_Everyday_Objects_Technology,549,word,message,message,11_Everyday_Objects_Technology/549_message.m4a
11_Everyday_Objects_Technology,549,sentence1,I sent her a message.,Je lui ai envoyé un message.,11_Everyday_Objects_Technology/549_message_ex1.m4a
11_Everyday_Objects_Technology,549,sentence2,She read my message quickly.,Elle a lu mon message rapidement.,11_Everyday_Objects_Technology/549_message_ex2.m4a
11_Everyday_Objects_Technology,550,word,video,vidéo,11_Everyday_Objects_Technology/550_video.m4a
11_Everyday_Objects_Technology,550,sentence1,I watched a funny video.,J'ai regardé une vidéo drôle.,11_Everyday_Objects_Technology/550_video_ex1.m4a
11_Everyday_Objects_Technology,550,sentence2,She recorded a video of the concert.,Elle a filmé une vidéo du concert.,11_Everyday_Objects_Technology/550_video_ex2.m4a
11_Everyday_Objects_Technology,551,word,camera,appareil photo,11_Everyday_Objects_Technology/551_camera.m4a
11_Everyday_Objects_Technology,551,sentence1,I bought a new camera.,J'ai acheté un nouvel appareil photo.,11_Everyday_Objects_Technology/551_camera_ex1.m4a
11_Everyday_Objects_Technology,551,sentence2,She took photos with her camera.,Elle a pris des photos avec son appareil photo.,11_Everyday_Objects_Technology/551_camera_ex2.m4a
11_Everyday_Objects_Technology,552,word,television,télévision,11_Everyday_Objects_Technology/552_television.m4a
11_Everyday_Objects_Technology,552,sentence1,I watch television every evening.,Je regarde la télévision tous les soirs.,11_Everyday_Objects_Technology/552_television_ex1.m4a
11_Everyday_Objects_Technology,552,sentence2,She turned on the television.,Elle a allumé la télévision.,11_Everyday_Objects_Technology/552_television_ex2.m4a
11_Everyday_Objects_Technology,553,word,application,application,11_Everyday_Objects_Technology/553_application.m4a
11_Everyday_Objects_Technology,553,sentence1,I downloaded a new application.,J'ai téléchargé une nouvelle application.,11_Everyday_Objects_Technology/553_application_ex1.m4a
11_Everyday_Objects_Technology,553,sentence2,This application is very useful.,Cette application est très utile.,11_Everyday_Objects_Technology/553_application_ex2.m4a
11_Everyday_Objects_Technology,554,word,password,mot de passe,11_Everyday_Objects_Technology/554_password.m4a
11_Everyday_Objects_Technology,554,sentence1,I forgot my password.,J'ai oublié mon mot de passe.,11_Everyday_Objects_Technology/554_password_ex1.m4a
11_Everyday_Objects_Technology,554,sentence2,She changed her password last week.,Elle a changé son mot de passe la semaine dernière.,11_Everyday_Objects_Technology/554_password_ex2.m4a
11_Everyday_Objects_Technology,555,word,website,site web,11_Everyday_Objects_Technology/555_website.m4a
11_Everyday_Objects_Technology,555,sentence1,I visited a new website.,J'ai visité un nouveau site web.,11_Everyday_Objects_Technology/555_website_ex1.m4a
11_Everyday_Objects_Technology,555,sentence2,This website is very informative.,Ce site web est très instructif.,11_Everyday_Objects_Technology/555_website_ex2.m4a
11_Everyday_Objects_Technology,556,word,screen,écran,11_Everyday_Objects_Technology/556_screen.m4a
11_Everyday_Objects_Technology,556,sentence1,The screen is very bright.,L'écran est très lumineux.,11_Everyday_Objects_Technology/556_screen_ex1.m4a
11_Everyday_Objects_Technology,556,sentence2,I cracked my phone screen.,J'ai fissuré l'écran de mon téléphone.,11_Everyday_Objects_Technology/556_screen_ex2.m4a
11_Everyday_Objects_Technology,557,word,battery,batterie,11_Everyday_Objects_Technology/557_battery.m4a
11_Everyday_Objects_Technology,557,sentence1,My phone battery is dying.,La batterie de mon téléphone se vide.,11_Everyday_Objects_Technology/557_battery_ex1.m4a
11_Everyday_Objects_Technology,557,sentence2,I need to charge the battery.,Je dois recharger la batterie.,11_Everyday_Objects_Technology/557_battery_ex2.m4a
11_Everyday_Objects_Technology,558,word,wifi,wifi,11_Everyday_Objects_Technology/558_wifi.m4a
11_Everyday_Objects_Technology,558,sentence1,The wifi is very slow here.,Le wifi est très lent ici.,11_Everyday_Objects_Technology/558_wifi_ex1.m4a
11_Everyday_Objects_Technology,558,sentence2,I connected to the wifi immediately.,Je me suis connecté au wifi immédiatement.,11_Everyday_Objects_Technology/558_wifi_ex2.m4a
12_Nature_Animals_Weather,501,word,dog,chien,12_Nature_Animals_Weather/501_dog.m4a
12_Nature_Animals_Weather,501,sentence1,I have a dog.,J'ai un chien.,12_Nature_Animals_Weather/501_dog_ex1.m4a
12_Nature_Animals_Weather,501,sentence2,The dog barked all night.,Le chien a aboyé toute la nuit.,12_Nature_Animals_Weather/501_dog_ex2.m4a
12_Nature_Animals_Weather,502,word,cat,chat,12_Nature_Animals_Weather/502_cat.m4a
12_Nature_Animals_Weather,502,sentence1,I have a cat.,J'ai un chat.,12_Nature_Animals_Weather/502_cat_ex1.m4a
12_Nature_Animals_Weather,502,sentence2,The cat sleeps all day.,Le chat dort toute la journée.,12_Nature_Animals_Weather/502_cat_ex2.m4a
12_Nature_Animals_Weather,503,word,bird,oiseau,12_Nature_Animals_Weather/503_bird.m4a
12_Nature_Animals_Weather,503,sentence1,I heard a bird singing.,J'ai entendu un oiseau chanter.,12_Nature_Animals_Weather/503_bird_ex1.m4a
12_Nature_Animals_Weather,503,sentence2,The bird flew away quickly.,L'oiseau s'est envolé rapidement.,12_Nature_Animals_Weather/503_bird_ex2.m4a
12_Nature_Animals_Weather,504,word,horse,cheval,12_Nature_Animals_Weather/504_horse.m4a
12_Nature_Animals_Weather,504,sentence1,I love riding horses.,J'adore monter à cheval.,12_Nature_Animals_Weather/504_horse_ex1.m4a
12_Nature_Animals_Weather,504,sentence2,The horse ran across the field.,Le cheval a couru à travers le champ.,12_Nature_Animals_Weather/504_horse_ex2.m4a
12_Nature_Animals_Weather,505,word,cow,vache,12_Nature_Animals_Weather/505_cow.m4a
12_Nature_Animals_Weather,505,sentence1,The cow gives fresh milk every morning.,La vache donne du lait frais chaque matin.,12_Nature_Animals_Weather/505_cow_ex1.m4a
12_Nature_Animals_Weather,505,sentence2,We saw cows grazing in the field.,Nous avons vu des vaches paître dans le champ.,12_Nature_Animals_Weather/505_cow_ex2.m4a
12_Nature_Animals_Weather,506,word,pig,cochon,12_Nature_Animals_Weather/506_pig.m4a
12_Nature_Animals_Weather,506,sentence1,The pig rolled in the mud.,Le cochon s'est roulé dans la boue.,12_Nature_Animals_Weather/506_pig_ex1.m4a
12_Nature_Animals_Weather,506,sentence2,We saw pigs on the farm.,Nous avons vu des cochons à la ferme.,12_Nature_Animals_Weather/506_pig_ex2.m4a
12_Nature_Animals_Weather,507,word,sheep,mouton,12_Nature_Animals_Weather/507_sheep.m4a
12_Nature_Animals_Weather,507,sentence1,The sheep grazed in the field.,Le mouton paissait dans le champ.,12_Nature_Animals_Weather/507_sheep_ex1.m4a
12_Nature_Animals_Weather,507,sentence2,We saw many sheep on the farm.,Nous avons vu beaucoup de moutons à la ferme.,12_Nature_Animals_Weather/507_sheep_ex2.m4a
12_Nature_Animals_Weather,508,word,chicken,poulet,12_Nature_Animals_Weather/508_chicken.m4a
12_Nature_Animals_Weather,508,sentence1,We eat chicken for dinner.,Nous mangeons du poulet pour le dîner.,12_Nature_Animals_Weather/508_chicken_ex1.m4a
12_Nature_Animals_Weather,508,sentence2,The chicken laid an egg.,La poule a pondu un œuf.,12_Nature_Animals_Weather/508_chicken_ex2.m4a
12_Nature_Animals_Weather,509,word,duck,canard,12_Nature_Animals_Weather/509_duck.m4a
12_Nature_Animals_Weather,509,sentence1,We saw ducks swimming in the pond.,Nous avons vu des canards nager dans l'étang.,12_Nature_Animals_Weather/509_duck_ex1.m4a
12_Nature_Animals_Weather,509,sentence2,The duck quacked loudly.,Le canard a cancané fort.,12_Nature_Animals_Weather/509_duck_ex2.m4a
12_Nature_Animals_Weather,510,word,rabbit,lapin,12_Nature_Animals_Weather/510_rabbit.m4a
12_Nature_Animals_Weather,510,sentence1,I have a pet rabbit.,J'ai un lapin de compagnie.,12_Nature_Animals_Weather/510_rabbit_ex1.m4a
12_Nature_Animals_Weather,510,sentence2,The rabbit hopped across the garden.,Le lapin a sauté à travers le jardin.,12_Nature_Animals_Weather/510_rabbit_ex2.m4a
12_Nature_Animals_Weather,511,word,mouse,souris,12_Nature_Animals_Weather/511_mouse.m4a
12_Nature_Animals_Weather,511,sentence1,I saw a mouse in the kitchen.,J'ai vu une souris dans la cuisine.,12_Nature_Animals_Weather/511_mouse_ex1.m4a
12_Nature_Animals_Weather,511,sentence2,The mouse ran under the fridge.,La souris a couru sous le frigo.,12_Nature_Animals_Weather/511_mouse_ex2.m4a
12_Nature_Animals_Weather,512,word,lion,lion,12_Nature_Animals_Weather/512_lion.m4a
12_Nature_Animals_Weather,512,sentence1,The lion is the king of the jungle.,Le lion est le roi de la jungle.,12_Nature_Animals_Weather/512_lion_ex1.m4a
12_Nature_Animals_Weather,512,sentence2,We saw a lion at the zoo.,Nous avons vu un lion au zoo.,12_Nature_Animals_Weather/512_lion_ex2.m4a
12_Nature_Animals_Weather,513,word,tiger,tigre,12_Nature_Animals_Weather/513_tiger.m4a
12_Nature_Animals_Weather,513,sentence1,The tiger has beautiful orange stripes.,Le tigre a de belles rayures orange.,12_Nature_Animals_Weather/513_tiger_ex1.m4a
12_Nature_Animals_Weather,513,sentence2,We saw a tiger at the zoo.,Nous avons vu un tigre au zoo.,12_Nature_Animals_Weather/513_tiger_ex2.m4a
12_Nature_Animals_Weather,514,word,elephant,éléphant,12_Nature_Animals_Weather/514_elephant.m4a
12_Nature_Animals_Weather,514,sentence1,The elephant is the largest land animal.,L'éléphant est le plus grand animal terrestre.,12_Nature_Animals_Weather/514_elephant_ex1.m4a
12_Nature_Animals_Weather,514,sentence2,We saw elephants at the safari park.,Nous avons vu des éléphants au parc safari.,12_Nature_Animals_Weather/514_elephant_ex2.m4a
12_Nature_Animals_Weather,515,word,bear,ours,12_Nature_Animals_Weather/515_bear.m4a
12_Nature_Animals_Weather,515,sentence1,We saw a bear in the forest.,Nous avons vu un ours dans la forêt.,12_Nature_Animals_Weather/515_bear_ex1.m4a
12_Nature_Animals_Weather,515,sentence2,The bear caught a fish in the river.,L'ours a attrapé un poisson dans la rivière.,12_Nature_Animals_Weather/515_bear_ex2.m4a
12_Nature_Animals_Weather,516,word,wolf,loup,12_Nature_Animals_Weather/516_wolf.m4a
12_Nature_Animals_Weather,516,sentence1,We heard a wolf howling at night.,Nous avons entendu un loup hurler la nuit.,12_Nature_Animals_Weather/516_wolf_ex1.m4a
12_Nature_Animals_Weather,516,sentence2,The wolf hunted in a pack.,Le loup chassait en meute.,12_Nature_Animals_Weather/516_wolf_ex2.m4a
12_Nature_Animals_Weather,517,word,fox,renard,12_Nature_Animals_Weather/517_fox.m4a
12_Nature_Animals_Weather,517,sentence1,We saw a fox in the garden.,Nous avons vu un renard dans le jardin.,12_Nature_Animals_Weather/517_fox_ex1.m4a
12_Nature_Animals_Weather,517,sentence2,The fox is a clever animal.,Le renard est un animal rusé.,12_Nature_Animals_Weather/517_fox_ex2.m4a
12_Nature_Animals_Weather,518,word,monkey,singe,12_Nature_Animals_Weather/518_monkey.m4a
12_Nature_Animals_Weather,518,sentence1,We saw monkeys at the zoo.,Nous avons vu des singes au zoo.,12_Nature_Animals_Weather/518_monkey_ex1.m4a
12_Nature_Animals_Weather,518,sentence2,The monkey climbed the tree quickly.,Le singe a grimpé à l'arbre rapidement.,12_Nature_Animals_Weather/518_monkey_ex2.m4a
12_Nature_Animals_Weather,519,word,snake,serpent,12_Nature_Animals_Weather/519_snake.m4a
12_Nature_Animals_Weather,519,sentence1,We saw a snake in the grass.,Nous avons vu un serpent dans l'herbe.,12_Nature_Animals_Weather/519_snake_ex1.m4a
12_Nature_Animals_Weather,519,sentence2,This snake is very dangerous.,Ce serpent est très dangereux.,12_Nature_Animals_Weather/519_snake_ex2.m4a
12_Nature_Animals_Weather,520,word,butterfly,papillon,12_Nature_Animals_Weather/520_butterfly.m4a
12_Nature_Animals_Weather,520,sentence1,We saw a butterfly in the garden.,Nous avons vu un papillon dans le jardin.,12_Nature_Animals_Weather/520_butterfly_ex1.m4a
12_Nature_Animals_Weather,520,sentence2,This butterfly has beautiful colors.,Ce papillon a de belles couleurs.,12_Nature_Animals_Weather/520_butterfly_ex2.m4a
12_Nature_Animals_Weather,521,word,weather,temps (météo),12_Nature_Animals_Weather/521_weather.m4a
12_Nature_Animals_Weather,521,sentence1,The weather is beautiful today.,Le temps est magnifique aujourd'hui.,12_Nature_Animals_Weather/521_weather_ex1.m4a
